process[Recruitment].b0 catchability[summerTANq].q catchability[autumnTANq].q selectivity[M_all].x0 selectivity[M_all].y0 selectivity[M_all].y1 selectivity[M_all].y2 selectivity[summerTANSel_m].a50 selectivity[summerTANSel_m].ato95 selectivity[summerTANSel_m].alpha selectivity[summerTANSel_f].a50 selectivity[summerTANSel_f].ato95 selectivity[autumnTANSel_m].a50 selectivity[autumnTANSel_m].ato95 selectivity[autumnTANSel_m].alpha selectivity[autumnTANSel_f].a50 selectivity[autumnTANSel_f].ato95 selectivity[trwlFSel_m].mu selectivity[trwlFSel_m].sigma_l selectivity[trwlFSel_m].sigma_r selectivity[trwlFSel_m].alpha selectivity[trwlFSel_f].mu selectivity[trwlFSel_f].sigma_l selectivity[trwlFSel_f].sigma_r selectivity[lineHomeFSel_m].a50 selectivity[lineHomeFSel_m].ato95 selectivity[lineHomeFSel_m].alpha selectivity[lineHomeFSel_f].a50 selectivity[lineHomeFSel_f].ato95 selectivity[lineSpawnFSel_m].a50 selectivity[lineSpawnFSel_m].ato95 selectivity[lineSpawnFSel_m].alpha selectivity[lineSpawnFSel_f].a50 selectivity[lineSpawnFSel_f].ato95 process[Recruitment].recruitment_multipliers{1976} process[Recruitment].recruitment_multipliers{1977} process[Recruitment].recruitment_multipliers{1978} process[Recruitment].recruitment_multipliers{1979} process[Recruitment].recruitment_multipliers{1980} process[Recruitment].recruitment_multipliers{1981} process[Recruitment].recruitment_multipliers{1982} process[Recruitment].recruitment_multipliers{1983} process[Recruitment].recruitment_multipliers{1984} process[Recruitment].recruitment_multipliers{1985} process[Recruitment].recruitment_multipliers{1986} process[Recruitment].recruitment_multipliers{1987} process[Recruitment].recruitment_multipliers{1988} process[Recruitment].recruitment_multipliers{1989} process[Recruitment].recruitment_multipliers{1990} process[Recruitment].recruitment_multipliers{1991} process[Recruitment].recruitment_multipliers{1992} process[Recruitment].recruitment_multipliers{1993} process[Recruitment].recruitment_multipliers{1994} process[Recruitment].recruitment_multipliers{1995} process[Recruitment].recruitment_multipliers{1996} process[Recruitment].recruitment_multipliers{1997} process[Recruitment].recruitment_multipliers{1998} process[Recruitment].recruitment_multipliers{1999} process[Recruitment].recruitment_multipliers{2000} process[Recruitment].recruitment_multipliers{2001} process[Recruitment].recruitment_multipliers{2002} process[Recruitment].recruitment_multipliers{2003} process[Recruitment].recruitment_multipliers{2004} process[Recruitment].recruitment_multipliers{2005} process[Recruitment].recruitment_multipliers{2006} process[Recruitment].recruitment_multipliers{2007} process[Recruitment].recruitment_multipliers{2008} process[Recruitment].recruitment_multipliers{2009} process[Recruitment].recruitment_multipliers{2010} process[Recruitment].recruitment_multipliers{2011} process[Recruitment].recruitment_multipliers{2012} process[Recruitment].recruitment_multipliers{2013} process[Recruitment].recruitment_multipliers{2014} process[Recruitment].recruitment_multipliers{2015} process[Recruitment].recruitment_multipliers{2016} process[Recruitment].recruitment_multipliers{2017} process[Recruitment].recruitment_multipliers{2018} 
310577 0.0910559 0.125941 12.9844 0.127969 0.447264 0.353734 4.87645 1.77029 0.601837 5.60807 2.2142 5.63972 2.29781 0.933195 6.05848 2.73846 8.40239 1.94735 200 1.02085 8.73949 2.08849 40.5947 8.60835 4.59169 0.26993 9.53352 3.69064 14.0467 10.0261 1.17449 9.71478 2.8967 0.466425 0.450203 0.564536 0.566878 0.490807 0.56717 0.578546 0.710941 0.636192 0.808019 0.469285 0.707058 0.410425 0.514559 0.342115 0.347279 0.438257 0.475005 0.451332 0.494793 0.470699 0.80486 0.792084 0.831087 0.712485 0.554267 0.476828 0.461396 0.554418 0.542062 0.482628 0.549935 0.615783 0.774625 0.630525 0.77345 0.639284 0.699353 0.648711 0.50623 0.587382 0.589121 0.574499 
covariance_matrix:
162.883 -1.2838e-05 4.0838e-05 0.00228256 -0.000157344 -4.17989e-06 0.000279025 0.000360555 0.000182865 -6.01561e-05 8.33114e-06 0.000107185 0.000386258 0.00144916 -0.000266241 -0.00055647 -0.000587783 0.00143506 0.000771841 1.69663e-05 -0.000151214 0.000258028 3.07814e-05 -0.373416 -0.000988503 -0.00360006 -0.000165265 0.00206649 0.00120113 0.00530378 0.00551895 0.000957126 -0.00150179 -0.00208582 0.000863182 -0.00109779 0.00207496 0.0015406 0.000741803 0.00207665 0.000754825 0.00232722 0.00197302 0.00261849 0.001354 0.00248045 0.00138801 0.00175273 0.00113206 0.00114758 0.00161412 0.00162627 0.00152083 0.00179583 0.00167423 0.00323945 0.00296689 0.00353674 0.002944 0.00237403 0.00219715 0.00204531 0.00256298 0.00278113 0.00274034 0.000784533 0.0119862 0.0015747 0.00401961 0.00441574 0.00380412 0.00426577 0.00323477 0.00253528 0.00163014 0.00231413 0.0017737 
47.14 2.77174e-05 0.00016355 0.00445649 -0.000230034 -0.000421894 0.000222751 -0.000890037 0.000176999 -3.45414e-05 -0.000826108 1.34932e-05 -0.000233772 0.00287696 -0.000773536 0.000478004 0.00151345 0.00256463 0.00178657 -3.46085e-06 -8.69964e-05 0.00271264 0.00165745 -0.489671 -0.011167 -0.0173258 -0.000457176 0.000749554 0.00118151 0.00249271 0.00872362 0.000227255 -0.00233157 -0.00163377 0.0010166 -1.76974e-05 0.00211942 0.00101539 0.000653309 0.00184825 0.00129463 0.00295634 0.00154719 0.00307958 0.00184811 0.00308808 0.00160953 0.00222297 0.00151327 0.00159066 0.00203537 0.00199048 0.00199877 0.00207065 0.00209873 0.00391472 0.00384443 0.00409848 0.00363191 0.00289363 0.00272755 0.00248972 0.00334709 0.00335687 0.00313925 0.00407455 0.0015747 0.0168202 0.00189361 0.00622335 0.00480017 0.0054687 0.0045117 0.0027907 0.00108057 0.00160147 0.00246568 
68.9172 2.86742e-05 0.000140162 0.00344056 -0.000184147 -0.000315081 0.000191117 2.77609e-05 0.000829298 -6.51527e-05 0.000142726 0.000612974 -1.41058e-05 0.0018685 -0.000629718 0.000768904 0.001043 0.00222916 0.00133813 -7.58742e-06 -0.000141596 0.00202171 0.00113083 -0.351301 -0.00909834 -0.0143554 -0.000354786 0.000848464 0.000811411 0.00576771 0.00975192 0.00049445 -0.00150762 -0.00162291 0.000786124 -0.000843888 0.00160723 0.00107635 0.000584528 0.00163115 0.000571729 0.00222905 0.00179062 0.00200424 0.00124076 0.00187856 0.00142263 0.00164248 0.00122295 0.00120975 0.00147811 0.0015514 0.00142196 0.00169887 0.0015595 0.00314095 0.00301596 0.00326372 0.00286325 0.00243104 0.00205939 0.00202481 0.00256331 0.00264454 0.00253831 0.00284027 0.00401961 0.00189361 0.0140596 0.0021416 0.00452395 0.00465417 0.00357761 0.00254724 0.00125791 0.00177383 0.00173721 
95.6042 6.03757e-05 0.000200326 -0.00529142 -0.000285801 0.000878575 0.000138374 0.00241787 0.00165965 1.12723e-05 0.0010863 -0.000699026 0.000943363 0.00181219 -0.000688807 0.000711005 -0.00039745 0.00284501 0.00109249 -4.90176e-06 -0.00019826 0.00213608 0.000443907 -0.458685 -0.0153216 -0.0251619 -0.000620957 0.00147409 0.0018125 0.0090161 0.0116952 0.00114334 -0.00227839 -0.00234903 0.000425177 -0.000278584 0.00231626 0.00126549 0.000412071 0.00122146 0.000592939 0.00274064 0.00150385 0.00260386 0.00152075 0.00255973 0.00154539 0.00209706 0.00132612 0.00135671 0.00184611 0.00185614 0.00169858 0.00196095 0.00177411 0.00376296 0.0034865 0.00395642 0.00353955 0.00286142 0.00257762 0.00246858 0.00305763 0.00337626 0.00305911 0.00372459 0.00441574 0.00622335 0.0021416 0.0198128 0.00276056 0.00663798 0.00490513 0.00343425 0.0017723 0.00208346 0.00230104 
117.568 4.46443e-05 0.000159125 0.00326293 -0.000145625 -0.000792879 0.000183702 -0.000254323 0.000461125 2.10141e-05 -0.000395847 0.000553211 -0.000187884 0.00282472 -0.000346003 -6.50833e-05 0.00237163 0.00479603 0.00246192 -1.56598e-05 -0.000181083 0.00438526 0.002095 -0.390806 -0.00670287 -0.0103977 -0.000201064 0.00204584 0.00281165 0.0115644 0.0127601 0.00168004 -0.00131988 -0.0022281 0.000666193 -0.00112964 0.00153372 0.000906036 0.00041992 0.00163815 0.000422317 0.0017661 0.00137501 0.00188347 0.00128407 0.00213705 0.00112781 0.00159943 0.0011162 0.00107396 0.00152269 0.00141272 0.00123943 0.00170296 0.00125384 0.00303944 0.00267958 0.00328849 0.00286433 0.00233754 0.00207462 0.00201021 0.00244648 0.00276697 0.0023742 0.00298123 0.00380412 0.00480017 0.00452395 0.00276056 0.0183196 0.00304206 0.00516953 0.00345137 0.00139872 0.00176259 0.00163904 
269.306 3.27818e-05 0.000139995 0.0110071 -0.000113957 -0.00203765 0.000282691 -0.00139169 0.00148462 3.85173e-05 -0.00122139 0.00156897 -0.00137259 0.0039603 -0.000539154 -0.00183025 0.00229969 0.00605368 0.00316387 -5.00892e-05 -1.99765e-05 0.0037763 0.00185104 -0.370426 0.00997157 0.0152594 0.000381652 0.00431889 0.00666797 0.0144549 0.0146288 0.00170844 6.17934e-05 -0.000535775 0.000739295 -0.000992703 0.00132075 0.00084 0.000635426 0.00198231 0.000361724 0.00182786 0.00125275 0.00259124 0.000778256 0.00255648 0.0013658 0.00162915 0.00121812 0.00121989 0.00164438 0.00143575 0.00163099 0.00168777 0.00152063 0.00305589 0.00320142 0.00347583 0.00323666 0.0025511 0.00233464 0.00216522 0.00293562 0.00298013 0.00291215 0.00324496 0.00426577 0.0054687 0.00465417 0.00663798 0.00304206 0.0243042 0.00274117 0.00527094 0.00186174 0.00264398 0.00199022 
266.524 1.30762e-05 0.000176625 0.00970254 -6.21454e-05 -0.00114867 9.39393e-05 0.000455079 0.00169146 7.25028e-05 0.000641343 0.00175861 0.00129816 0.00488225 -0.000711579 0.00386781 0.00586498 0.00645311 0.00281613 -3.65489e-05 -4.4972e-05 0.00646301 0.00266668 -0.337387 -0.00248768 0.00064513 -0.000276956 0.00465743 0.00250081 -0.00392934 -0.00500845 -0.000197438 -0.00195586 -0.00408199 9.72056e-05 -0.000356355 0.00110239 0.000541736 0.000392427 0.00150033 0.000398687 0.00159586 0.00068145 0.00191631 0.000903778 0.00206912 0.00105951 0.00149465 0.000954542 0.0011586 0.00127864 0.00146962 0.00130784 0.00177545 0.000931274 0.002905 0.00231835 0.00316812 0.00259003 0.00226968 0.00189147 0.00181048 0.00234985 0.00244088 0.00236753 0.00275013 0.00323477 0.0045117 0.00357761 0.00490513 0.00516953 0.00274117 0.027837 0.00116917 0.00135481 0.000816742 0.00158141 
590.018 -5.06046e-05 1.18989e-05 0.00771886 4.57871e-05 -0.00206851 -0.000143128 -0.000687887 0.00158494 8.9055e-05 -0.00133865 0.00102767 -0.00155773 0.00215893 -0.000716969 -0.00130522 0.00181146 0.00362904 0.00181684 -4.54977e-05 -0.000463905 0.00112965 0.000133542 -0.147052 0.0141575 0.0199577 0.000373711 0.00666388 0.00691643 0.0176696 0.0179478 0.00157549 0.000784726 0.000676798 -0.0012291 -0.000255534 0.00026134 0.000603618 0.000644546 0.00121257 -0.000734952 -0.000210217 0.000394153 0.00161178 -0.000809518 0.00148507 0.000538282 0.000705446 0.000624643 0.000730751 0.000783473 0.000740305 0.000818569 0.000579371 0.000934203 0.000981574 0.00168897 0.00159021 0.00159568 0.001308 0.00120929 0.0011831 0.00148139 0.00156223 0.00158652 0.00162581 0.00253528 0.0027907 0.00254724 0.00343425 0.00345137 0.00527094 0.00116917 0.0304233 -0.000433903 0.00180802 0.000557856 
961.536 -0.000161451 -7.59127e-05 -0.00401836 -5.83911e-05 0.00129955 0.000149704 0.00380814 -0.000180249 0.000364184 0.00143592 -0.00341741 0.00329404 0.00150879 -0.000762587 0.00256236 -0.00204923 -0.000122217 -0.00136694 -5.12631e-05 -0.000611548 -0.00309382 -0.00342967 -0.127896 -0.0168856 -0.0300429 -0.000893326 0.00371995 0.00231001 0.00622497 0.00891916 0.000629225 -0.00229876 -0.00526497 -0.00120231 -0.000264425 0.000400599 0.000987059 0.000555563 0.00109026 -2.35063e-05 0.000270408 0.000834421 0.00182269 -0.000126169 0.00107516 0.000690691 0.000470484 0.00030941 0.000405051 0.000735825 0.000701046 0.000702653 0.000822367 0.000655092 0.001059 0.000975758 0.00108207 0.000936238 0.000772719 0.000671173 0.000857019 0.000940533 0.000935086 0.000948326 0.000843359 0.00163014 0.00108057 0.00125791 0.0017723 0.00139872 0.00186174 0.00135481 -0.000433903 0.0520182 0.00245506 0.000873221 
2132.55 -0.000506496 -0.000476989 0.0230073 0.000347594 -0.00408087 0.000175169 -0.00427119 -0.000594127 1.71151e-05 -0.00294157 0.00128299 0.00173887 0.0093161 -0.00123238 9.47588e-05 0.00458425 8.37586e-05 0.00171684 -7.69148e-05 -0.00148531 -0.0074354 -0.0032199 0.19931 0.00657298 0.0108713 -0.000597699 0.0101267 0.0108989 0.0229798 0.0280442 0.00201034 0.000325673 -0.00371717 0.00195464 -0.00240517 0.0018484 0.00159829 -0.000846622 0.00269338 -0.000572777 -0.000108994 0.00205471 0.000869267 -7.40044e-05 0.000864879 0.000674491 0.000796567 0.000526611 0.000529119 0.000779776 0.000649868 0.00114719 0.00091807 0.000868139 0.00163564 0.00169329 0.00169752 0.00158532 0.00108107 0.00110393 0.00129478 0.00147421 0.00148989 0.00136275 0.00117426 0.00231413 0.00160147 0.00177383 0.00208346 0.00176259 0.00264398 0.000816742 0.00180802 0.00245506 0.0608795 -0.000219113 
-465.008 0.000357888 0.000555397 -0.0345973 -3.32417e-05 0.000621723 -0.000797011 -0.000351567 -0.000653875 0.00045157 -0.002748 -0.00304902 -0.00147117 -0.000587231 8.48717e-05 -2.39186e-05 0.000358319 0.00303228 0.00212495 -0.000301516 0.00242229 -0.00349572 -0.000387514 2.92241 -0.00932366 -0.0295963 -0.000583605 0.0136836 0.0177208 -0.0151952 -0.0199639 -0.00221219 -0.00170623 -0.00349932 0.000209902 -0.00131423 0.00114792 0.0019347 0.00274044 -0.00391339 0.00801366 -0.00480839 0.00564589 0.000693163 0.001877 0.0022849 0.00117529 0.0015165 0.000918367 0.000775927 0.00123883 0.00115374 0.00110428 0.000985687 0.00107859 0.00204907 0.00209511 0.00206092 0.00191496 0.00150837 0.00135079 0.00118583 0.00154092 0.00185068 0.00145037 0.00165857 0.0017737 0.00246568 0.00173721 0.00230104 0.00163904 0.00199022 0.00158141 0.000557856 0.000873221 -0.000219113 0.0777272 
*end
